-e norm_key	source_class	source_detail	recipe_name
removeitmunki	dynamic-scrape	www.osxbytes.com	Remove-It.munki
removeitpkg	dynamic-scrape	www.osxbytes.com	Remove-It.pkg
renameclick	github	noemaVision/renameclick	RenameClick
renameclickdownload	github	noemaVision/renameclick	RenameClick.download
renameclickpkg	github	noemaVision/renameclick	RenameClick.pkg
renamer	dynamic-scrape	incrediblebee.com	Renamer
renamerdownload	dynamic-scrape	incrediblebee.com	Renamer.download
renpy6	dynamic-scrape	www.renpy.org	renpy6
renpy6download	dynamic-scrape	www.renpy.org	renpy 6.download
renpy7	dynamic-scrape	www.renpy.org	renpy7
renpy7download	dynamic-scrape	www.renpy.org	renpy 7.download
renpy8	dynamic-scrape	www.renpy.org	renpy8
renpy8download	dynamic-scrape	www.renpy.org	renpy 8.download
renpy8pkg	dynamic-scrape	www.renpy.org	renpy 8.pkg
resetter	sparkle/feed	resetter.app	Resetter
resetterdownload	sparkle/feed	resetter.app	Resetter.download
resiliosync	dynamic-scrape	download-cdn.resilio.com	Resilio Sync
resiliosyncdownload	dynamic-scrape	download-cdn.resilio.com	ResilioSync.download
resolumearena	dynamic-scrape	resolume.com	Resolume Arena
resolumearenadownload	dynamic-scrape	resolume.com	Resolume Arena.download
resolumearenamunki	dynamic-scrape	resolume.com	Resolume Arena.munki
resolutionator	sparkle/feed	manytricks.com	Resolutionator
resolutionatordownload	sparkle/feed	manytricks.com	Resolutionator.download
resolutionatorinstall	sparkle/feed	manytricks.com	Resolutionator.install
resolutionatormunki	sparkle/feed	manytricks.com	Resolutionator.munki
resolutionatorpkg	sparkle/feed	manytricks.com	Resolutionator.pkg
responduslockdownbrowserdownload	dynamic-scrape		RespondusLockDownBrowser.download
responduslockdownbrowserpkg	dynamic-scrape		RespondusLockDownBrowser.pkg
restfox	github	flawiddsouza/Restfox	Restfox
restfoxdownload	github	flawiddsouza/Restfox	Restfox.download
restfoxmunki	github	flawiddsouza/Restfox	Restfox.munki
retrologue	dynamic-scrape	o.steinberg.net	Retrologue
retrologuedownload	dynamic-scrape	o.steinberg.net	Retrologue.download
retrologuemunki	dynamic-scrape	o.steinberg.net	Retrologue.munki
rewritebar	sparkle/feed	rewritebar.com	RewriteBar
rewritebardownload	sparkle/feed	rewritebar.com	RewriteBar.download
rewritebarinstall	sparkle/feed	rewritebar.com	RewriteBar.install
rewritebarmunki	sparkle/feed	rewritebar.com	RewriteBar.munki
rewritebarpkg	sparkle/feed	rewritebar.com	RewriteBar.pkg
rhino7	sparkle/feed		Rhino 7
rhino7download	sparkle/feed		Rhino 7.download
rhino8	sparkle/feed		Rhino8
rhino8download	sparkle/feed		Rhino 8.download
rhinoceros7	dynamic-scrape		Rhinoceros 7
rhinoceros7download	dynamic-scrape		Rhinoceros 7.download
ricohtheta	dynamic-scrape		RICOH THETA
ricohthetascdownload	dynamic-scrape		RicohThetaSC.download
ricohthetascpkg	dynamic-scrape		RicohThetaSC.pkg
rightfont	sparkle/feed	rightfontapp.com	RightFont
rightfontdownload	sparkle/feed	rightfontapp.com	RightFont.download
ring	sparkle/feed		Ring
ringcentralclassic	dynamic-scrape	www.ringcentral.com	RingCentralClassic
ringcentralclassicdownload	dynamic-scrape	www.ringcentral.com	RingCentral Classic.download
ringcentralmeetings	dynamic-scrape		RingCentral Meetings
ringcentralmeetingsdownload	dynamic-scrape		RingCentralMeetings.download
ringcentralmeetingsmunki	dynamic-scrape		RingCentralMeetings.munki
ringcentralmeetingsrooms	dynamic-scrape		RingCentral Meetings Rooms
ringcentralmeetingsroomsdownload	dynamic-scrape		RingCentral Meetings Rooms.download
ringcentralrooms	dynamic-scrape		RingCentral Rooms
ringcentralroomsdownload	dynamic-scrape		RingCentral Rooms.download
ringcentralroomsmunki	dynamic-scrape		RingCentral Rooms.munki
ringdownload	sparkle/feed		Ring.download
ringmunki	sparkle/feed		Ring.munki
riot	dynamic-scrape		Riot
riotdownload	dynamic-scrape		Riot.download
riotjss	dynamic-scrape		Riot.jss
riotpkg	dynamic-scrape		Riot.pkg
ripgrep	github	%GITHUB_REPO%	ripgrep
ripgrepdownload	github	%GITHUB_REPO%	ripgrep.download
ripgrepinstall	github	%GITHUB_REPO%	ripgrep.install
rocket	dynamic-scrape		Rocket
rocketchat	dynamic-scrape	rocket.chat	RocketChat
rocketchatclient	github	RocketChat/Rocket.Chat.Electron	RocketChatClient
rocketchatclientdownload	github	RocketChat/Rocket.Chat.Electron	RocketChatClient.download
rocketchatclientpkg	github	RocketChat/Rocket.Chat.Electron	RocketChatClient.pkg
rocketchatclientpkgmunki	github	RocketChat/Rocket.Chat.Electron	RocketChatClientPKG.munki
rocketchatdownload	dynamic-scrape	rocket.chat	RocketChat.download
rocketchatmunki	dynamic-scrape	rocket.chat	RocketChat.munki
rocketdownload	dynamic-scrape		Rocket.download
rocketinstall	dynamic-scrape		Rocket.install
rocketjss	dynamic-scrape		Rocket.jss
rocketpkg	dynamic-scrape		Rocket.pkg
rockettypist	sparkle/feed	www.witt-software.com	Rocket Typist
rockettypistdownload	sparkle/feed	www.witt-software.com	RocketTypist.download
rodecentraldownload	dynamic-scrape	update.rode.com	RODECentral.download
rodecentralpkg	dynamic-scrape	update.rode.com	RODECentral.pkg
rodeconnect	dynamic-scrape	update.rode.com	RODEConnect
rodeconnectdownload	dynamic-scrape	update.rode.com	RODE Connect.download
rodeconnectmunki	dynamic-scrape	update.rode.com	RODE Connect.munki
rodeconnectpkg	dynamic-scrape	update.rode.com	RODEConnect.pkg
rogersunisonsoftphone	dynamic-scrape	unison.rogers.com	Rogers Unison Softphone
rogersunisonsoftphonedownload	dynamic-scrape	unison.rogers.com	Rogers Unison Softphone.download
roon	dynamic-scrape	download.roonlabs.net	Roon
roondownload	dynamic-scrape	download.roonlabs.net	Roon.download
rosetta2	github	grahampugh/Rosetta-2-install	Rosetta 2
rosetta2download	github	grahampugh/Rosetta-2-install	Rosetta2.download
rouvyar	dynamic-scrape	cdn.rouvy.com	Rouvy AR
rouvyardownload	dynamic-scrape	cdn.rouvy.com	RouvyAR.download
rouvyarfilewave	dynamic-scrape	cdn.rouvy.com	RouvyAR.filewave
royaltsx	sparkle/feed	royaltsx-v6.royalapps.com	Royal TSX
royaltsxdownload	sparkle/feed	royaltsx-v6.royalapps.com	RoyalTSX.download
royaltsxinstall	sparkle/feed	royaltsx-v6.royalapps.com	Royal_TSX.install
royaltsxjamf	sparkle/feed	royaltsx-v6.royalapps.com	Royal_TSX.jamf
royaltsxmunki	sparkle/feed	royaltsx-v6.royalapps.com	RoyalTSX.munki
royaltsxsign	sparkle/feed	royaltsx-v6.royalapps.com	Royal_TSX.sign
rply	sparkle/feed	nox-devices.github.io	RPLY
rplydownload	sparkle/feed	nox-devices.github.io	RPLY.download
rplyinstall	sparkle/feed	nox-devices.github.io	RPLY.install
rplymunki	sparkle/feed	nox-devices.github.io	RPLY.munki
rstudio	dynamic-scrape	posit.co	RStudio
rstudiodownload	dynamic-scrape	posit.co	RStudio.download
rstudiojamf	dynamic-scrape	posit.co	RStudio.jamf
rstudiojss	dynamic-scrape	posit.co	RStudio.jss
rstudiomunki	dynamic-scrape	posit.co	RStudio.munki
rstudiopatchjamf	dynamic-scrape	posit.co	RStudio-patch.jamf
rsyncui	github	rsyncOSX/RsyncUI	RsyncUI
rsyncuidownload	github	rsyncOSX/RsyncUI	RsyncUI.download
rsyncuipkg	github	rsyncOSX/RsyncUI	RsyncUI.pkg
rummy	dynamic-scrape	growlybird.com	Rummy
rummydownload	dynamic-scrape	growlybird.com	Rummy.download
rummymunki	dynamic-scrape	growlybird.com	Rummy.munki
rummypkg	dynamic-scrape	growlybird.com	Rummy.pkg
safaritechnologypreview	dynamic-scrape		SafariTechnologyPreview
safaritechnologypreviewdownload	dynamic-scrape		SafariTechnologyPreview.download
safaritechnologypreviewinstall	dynamic-scrape		SafariTechnologyPreview.install
safaritechnologypreviewmunki	dynamic-scrape		SafariTechnologyPreview.munki
safeexambrowser	github	SafeExamBrowser/seb-mac	SafeExamBrowser
sagagis	dynamic-scrape	sourceforge.net	SAGAGIS
sagagisdownload	dynamic-scrape	sourceforge.net	SAGA GIS.download
sagagismunki	dynamic-scrape	sourceforge.net	SAGA GIS.munki
sagagispkg	dynamic-scrape	sourceforge.net	SAGA GIS.pkg
sagemath	github	3-manifolds/Sage_macOS	SageMath
sagemathclitools	github	3-manifolds/Sage_macOS	SageMathCLITools
sagemathclitoolsdownload	github	3-manifolds/Sage_macOS	SageMath CLI Tools.download
sagemathclitoolsmunki	github	3-manifolds/Sage_macOS	SageMath CLI Tools.munki
sagemathdownload	github	3-manifolds/Sage_macOS	SageMath.download
sagemathmunki	github	3-manifolds/Sage_macOS	SageMath.munki
salesforcecli	dynamic-scrape	developer.salesforce.com	SalesforceCLI
salesforceclidownload	dynamic-scrape	developer.salesforce.com	Salesforce CLI.download
salesforceclimunki	dynamic-scrape	developer.salesforce.com	Salesforce CLI.munki
salesforcedataloader	dynamic-scrape	developer.salesforce.com	SalesforceDataLoader
salesforcedataloaderdownload	dynamic-scrape	developer.salesforce.com	Salesforce Data Loader.download
salesforcedataloadermunki	dynamic-scrape	developer.salesforce.com	Salesforce Data Loader.munki
salesforcedataloaderpkg	dynamic-scrape	developer.salesforce.com	Salesforce Data Loader.pkg
sandvox	dynamic-scrape	www.karelia.com	Sandvox
sandvoxdownload	dynamic-scrape	www.karelia.com	Sandvox.download
santa	github	northpolesec/santa	santa
santadownload	github	northpolesec/santa	santa.download
santainstall	github	northpolesec/santa	santa.install
santamunki	github	northpolesec/santa	santa.munki
sapgui	dynamic-scrape		SAP GUI
sapguidownload	dynamic-scrape		SAPGUI.download
sapguiwithouttemplatepkg	dynamic-scrape		SAPGUIWithoutTemplate.pkg
sapmachine	github	sap/sapmachine	SapMachine
sapmachineapplesiliconjdk17download	github	sap/sapmachine	SapMachineAppleSiliconJDK17.download
sapmachineapplesiliconjdk17pkg	github	sap/sapmachine	SapMachineAppleSiliconJDK17.pkg
sapmachineapplesiliconjdk21download	github	sap/sapmachine	SapMachineAppleSiliconJDK21.download
sapmachineapplesiliconjdk21pkg	github	sap/sapmachine	SapMachineAppleSiliconJDK21.pkg
sapmachineapplesiliconjdk25download	github	sap/sapmachine	SapMachineAppleSiliconJDK25.download
sapmachinedownload	github	sap/sapmachine	SapMachine.download
sapmachineinteljdk17download	github	sap/sapmachine	SapMachineIntelJDK17.download
sapmachineinteljdk17pkg	github	sap/sapmachine	SapMachineIntelJDK17.pkg
sapmachineinteljdk21download	github	sap/sapmachine	SapMachineIntelJDK21.download
sapmachineinteljdk21pkg	github	sap/sapmachine	SapMachineIntelJDK21.pkg
sapmachinejdk17universaldownload	github	sap/sapmachine	SapMachineJDK17Universal.download
sapmachinejdk17universalpkg	github	sap/sapmachine	SapMachineJDK17Universal.pkg
sapmachinejdk21universaldownload	github	sap/sapmachine	SapMachineJDK21Universal.download
sapmachinejdk21universalpkg	github	sap/sapmachine	SapMachineJDK21Universal.pkg
sapmachinemanager	github	sap/sapmachine-manager-for-macos	SapMachine Manager
sapmachinemanagerdownload	github	sap/sapmachine-manager-for-macos	SapMachineManager.download
sapmachinemanagerpkg	github	sap/sapmachine-manager-for-macos	SapMachineManager.pkg
sapmachinepkg	github	sap/sapmachine	SapMachine.pkg
sassafrask2clientdownload	dynamic-scrape	www.sassafras.com	SassafrasK2Client.download
sassafrask2clientmunki	dynamic-scrape	www.sassafras.com	SassafrasK2Client.munki
sassafraskeyaccess	dynamic-scrape	download.sassafras.com	SassafrasKeyAccess
sassafraskeyaccessdownload	dynamic-scrape	download.sassafras.com	Sassafras KeyAccess.download
sassafraskeyaccessmunki	dynamic-scrape	download.sassafras.com	Sassafras KeyAccess.munki
savehollywood	dynamic-scrape		SaveHollywood
savehollywooddownload	dynamic-scrape		SaveHollywood.download
savehollywoodmunki	dynamic-scrape		SaveHollywood.munki
savehollywoodpkg	dynamic-scrape		SaveHollywood.pkg
sawgrassprintmanager	dynamic-scrape	care.sawgrassink.com	SawgrassPrintManager
sawgrassprintmanagerdownload	dynamic-scrape	care.sawgrassink.com	Sawgrass Print Manager.download
sawgrassprintutility	dynamic-scrape	print.sawgrassink.com	SawgrassPrintUtility
sawgrassprintutilitydownload	dynamic-scrape	print.sawgrassink.com	Sawgrass Print Utility.download
sbarexqlmarkdowndownload	sparkle/feed	sbarex.github.io	SbarexQLMarkdown.download
sbarexqlmarkdowninstall	dynamic-scrape		SbarexQLMarkdown.install
sbarexqlmarkdownmunki	dynamic-scrape		SbarexQLMarkdown.munki
sbarexqlmarkdownpkg	dynamic-scrape		SbarexQLMarkdown.pkg
sblack	dynamic-scrape	boxyteam-static.s3.amazonaws.com	Sblack
sblackdownload	dynamic-scrape	boxyteam-static.s3.amazonaws.com	Sblack.download
sblackmunki	dynamic-scrape	boxyteam-static.s3.amazonaws.com	Sblack.munki
sblackpkg	dynamic-scrape	boxyteam-static.s3.amazonaws.com	Sblack.pkg
scansnaphome	dynamic-scrape		ScanSnap Home
scansnaphomedownload	dynamic-scrape		ScanSnapHome.download
scapple	sparkle/feed	www.literatureandlatte.com	Scapple
scappledownload	sparkle/feed	www.literatureandlatte.com	Scapple.download
scapworkbench	github	%GITHUB_REPO%	SCAP Workbench
scapworkbenchdownload	github	%GITHUB_REPO%	SCAPWorkbench.download
scapworkbenchpkg	github	%GITHUB_REPO%	SCAPWorkbench.pkg
scarf	sparkle/feed	awizemann.github.io	scarf
scarfdownload	sparkle/feed	awizemann.github.io	scarf.download
scarffleet	sparkle/feed	awizemann.github.io	scarf.fleet
scarfinstall	sparkle/feed	awizemann.github.io	scarf.install
scarfpkg	sparkle/feed	awizemann.github.io	scarf.pkg
scarfpkguploadjamf	sparkle/feed	awizemann.github.io	scarf-pkg-upload.jamf
scherlokk	dynamic-scrape	naarakstudio.com	Scherlokk
scherlokkdownload	dynamic-scrape	naarakstudio.com	Scherlokk.download
scherlokkmunki	dynamic-scrape	naarakstudio.com	Scherlokk.munki
scmenu	github	boberito/sc_menu	SC Menu
scmenudownload	github	boberito/sc_menu	SCMenu.download
scmenumunki	github	boberito/sc_menu	SCMenu.munki
score	github	ossia/score	score
scoredownload	github	ossia/score	score.download
scoremunki	github	ossia/score	score.munki
scratch3	dynamic-scrape		Scratch 3
scratch3download	dynamic-scrape		Scratch3.download
scratch3munki	dynamic-scrape		Scratch 3.munki
scratchtrack	sparkle/feed	scratchtrackaudio.com	ScratchTrack
scratchtrackdownload	sparkle/feed	scratchtrackaudio.com	ScratchTrack.download
scratchtrackmunki	sparkle/feed	scratchtrackaudio.com	ScratchTrack.munki
screamingfrogseo	dynamic-scrape	www.screamingfrog.co.uk	ScreamingFrogSEO
screamingfrogseospideruniversaldownload	dynamic-scrape	www.screamingfrog.co.uk	ScreamingFrogSEOSpider-Universal.download
screamingfrogseospideruniversalpkg	dynamic-scrape	www.screamingfrog.co.uk	ScreamingFrogSEOSpider-Universal.pkg
screenfetch	dynamic-scrape		screenFetch
screenfetchdownload	dynamic-scrape		screenFetch.download
screenfetchinstall	dynamic-scrape		screenFetch.install
screenfetchpkg	dynamic-scrape		screenFetch.pkg
screenflick	dynamic-scrape		Screenflick
screenflickdownload	dynamic-scrape		Screenflick.download
screenfloat	dynamic-scrape	downloads.eternalstorms.at	ScreenFloat
screenfloatdownload	dynamic-scrape	downloads.eternalstorms.at	ScreenFloat.download
screenflow	dynamic-scrape	www.telestream.net	ScreenFlow
screenflowdownload	dynamic-scrape	www.telestream.net	ScreenFlow.download
screenflowfilewave	dynamic-scrape	www.telestream.net	ScreenFlow.filewave
screenfocus	sparkle/feed	www.apptorium.com	ScreenFocus
screenfocusdownload	sparkle/feed	www.apptorium.com	ScreenFocus.download
screenfocusinstall	sparkle/feed	www.apptorium.com	ScreenFocus.install
screenfocuspkg	sparkle/feed	www.apptorium.com	ScreenFocus.pkg
screenotate	sparkle/feed	screenotate.com	Screenotate
screenotatedownload	sparkle/feed	screenotate.com	Screenotate.download
screenotateinstall	sparkle/feed	screenotate.com	Screenotate.install
screenotatemunki	sparkle/feed	screenotate.com	Screenotate.munki
screenpal3	dynamic-scrape		ScreenPal3
screenpal3download	dynamic-scrape		Screen Pal 3.download
screenpal3munki	dynamic-scrape		Screen Pal 3.munki
screens	sparkle/feed	updates.edovia.com	Screens
screensdownload	sparkle/feed	updates.edovia.com	Screens.download
screensmunki	sparkle/feed	updates.edovia.com	Screens.munki
scribedesktop	sparkle/feed	colony-labs-public.s3.us-east-2.amazonaws.com	ScribeDesktop
scribedesktopdownload	sparkle/feed	colony-labs-public.s3.us-east-2.amazonaws.com	Scribe Desktop.download
scribedesktopmunki	sparkle/feed	colony-labs-public.s3.us-east-2.amazonaws.com	Scribe Desktop.munki
script2pkg	github	sap/script-to-package-tool-for-macos	Script2Pkg
script2pkgdownload	github	sap/script-to-package-tool-for-macos	Script2Pkg.download
script2pkginstall	github	sap/script-to-package-tool-for-macos	Script2Pkg.install
script2pkgpkg	github	sap/script-to-package-tool-for-macos	Script2Pkg.pkg
scriptdebugger8	sparkle/feed		ScriptDebugger8
scriptdebugger8download	sparkle/feed		ScriptDebugger8.download
scrivener	sparkle/feed	www.literatureandlatte.com	Scrivener
scrivenerdownload	sparkle/feed	www.literatureandlatte.com	Scrivener.download
scrivenerinstall	sparkle/feed	www.literatureandlatte.com	Scrivener.install
scrivenermunki	sparkle/feed	www.literatureandlatte.com	Scrivener.munki
scrivenerpkg	sparkle/feed	www.literatureandlatte.com	Scrivener.pkg
scrollreverser	github	pilotmoon/Scroll-Reverser	ScrollReverser
scrollreverserdownload	github	pilotmoon/Scroll-Reverser	Scroll Reverser.download
scrollreversermunki	dynamic-scrape	pilotmoon.com	ScrollReverser.munki
scrollreverserpkg	dynamic-scrape	pilotmoon.com	ScrollReverser.pkg
scrollsnap	github	Brkgng/ScrollSnap	ScrollSnap
scrollsnapdownload	github	Brkgng/ScrollSnap	ScrollSnap.download
scrollsnapmunki	github	Brkgng/ScrollSnap	ScrollSnap.munki
scrollsnappkg	github	Brkgng/ScrollSnap	ScrollSnap.pkg
scummvm	sparkle/feed	www.scummvm.org	ScummVM
scummvmdownload	sparkle/feed	www.scummvm.org	ScummVM.download
sdclone	sparkle/feed		SD Clone
sdclonedownload	sparkle/feed		SDClone.download
sdnotary	dynamic-scrape		SD Notary
sdnotarydownload	dynamic-scrape		SDNotary.download
seafileclient	dynamic-scrape	www.seafile.com	SeafileClient
seafileclientdownload	dynamic-scrape	www.seafile.com	Seafile Client.download
seafileclientmunki	dynamic-scrape	www.seafile.com	Seafile Client.munki
seamonkey	dynamic-scrape	www.seamonkey-project.org	SeaMonkey
seamonkeydownload	dynamic-scrape	www.seamonkey-project.org	SeaMonkey.download
seamonkeymunki	dynamic-scrape	www.seamonkey-project.org	SeaMonkey.munki
sebgithubdownload	github	SafeExamBrowser/seb-mac	SEB-Github.download
secretive	github	maxgoedjen/secretive	Secretive
secretivedownload	github	maxgoedjen/secretive	Secretive.download
securedoc	dynamic-scrape	eurocert.pl	SecureDoc
securedocdownload	dynamic-scrape	eurocert.pl	SecureDoc.download
securedocmunki	dynamic-scrape	eurocert.pl	SecureDoc.munki
securesafe	dynamic-scrape	www.securesafe.com	SecureSafe
securesafedownload	dynamic-scrape	www.securesafe.com	SecureSafe.download
securesafefilewave	dynamic-scrape	www.securesafe.com	SecureSafe.filewave
securesafemunki	dynamic-scrape	www.securesafe.com	SecureSafe.munki
securezip	dynamic-scrape	support.pkware.com	SecureZIP
securezipdownload	dynamic-scrape	support.pkware.com	SecureZIP.download
securezippkg	dynamic-scrape	support.pkware.com	SecureZIP.pkg
securityspy	dynamic-scrape		SecuritySpy
securityspydownload	dynamic-scrape		SecuritySpy.download
securityspyinstall	dynamic-scrape		SecuritySpy.install
securityspyjss	dynamic-scrape		SecuritySpy.jss
securityspymunki	dynamic-scrape		SecuritySpy.munki
securityspypkg	dynamic-scrape		SecuritySpy.pkg
sejdapdfdesktop	dynamic-scrape	www.sejda.com	Sejda PDF Desktop
sejdapdfdesktopdownload	dynamic-scrape	www.sejda.com	SejdaPDFDesktop.download
sejdapdfdesktoppkg	dynamic-scrape	www.sejda.com	SejdaPDFDesktop.pkg
selfcontrol	sparkle/feed	selfcontrolapp.com	SelfControl
selfcontroldownload	sparkle/feed	selfcontrolapp.com	SelfControl.download
sendtokindle	dynamic-scrape		SendToKindle
sendtokindledownload	dynamic-scrape		SendtoKindle.download
sendtokindlepkg	dynamic-scrape		SendtoKindle.pkg
sennheiserambeoabconverterdownload	dynamic-scrape	en-uk.sennheiser.com	Sennheiser AMBEO A-B Converter.download
sennheiserambeoorbitdownload	dynamic-scrape	en-us.sennheiser.com	Sennheiser AMBEO Orbit.download
sennheiserambeoorbitmunki	dynamic-scrape	en-us.sennheiser.com	Sennheiser AMBEO Orbit.munki
sennheiserwirelesssystemsmanagerdownload	dynamic-scrape	www.sennheiser.com	Sennheiser Wireless Systems Manager.download
sennheiserwirelesssystemsmanagermunki	dynamic-scrape	www.sennheiser.com	Sennheiser Wireless Systems Manager.munki
seqmonk	github	s-andrews/SeqMonk	SeqMonk
seqmonkdownload	github	s-andrews/SeqMonk	SeqMonk.download
seqmonkpkg	github	s-andrews/SeqMonk	SeqMonk.pkg
sequelpro	sparkle/feed		SequelPro
sequelprodownload	sparkle/feed		SequelPro.download
sequelproinstall	sparkle/feed		SequelPro.install
sequelpromunki	sparkle/feed		SequelPro.munki
serverappmunki	dynamic-scrape		ServerApp.munki
sfarabicfonts	dynamic-scrape		SF Arabic Fonts
sfarabicfontsdownload	dynamic-scrape		SF Arabic Fonts.download
sfarabicfontsmunki	dynamic-scrape		SF Arabic Fonts.munki
sfcompactfonts	dynamic-scrape		SF Compact Fonts
sfcompactfontsdownload	dynamic-scrape		SF Compact Fonts.download
sfmonofonts	dynamic-scrape		SF Mono Fonts
sfmonofontsdownload	dynamic-scrape		SF Mono Fonts.download
sfprofonts	dynamic-scrape		SF Pro Fonts
sfprofontsdownload	dynamic-scrape		SF Pro Fonts.download
sfprofontsmunki	dynamic-scrape		SF Pro Fonts.munki
sfsymbols	dynamic-scrape	developer.apple.com	SFSymbols
sfsymbols2	dynamic-scrape	developer.apple.com	SFSymbols2
sfsymbols2download	dynamic-scrape	developer.apple.com	SF Symbols 2.download
sfsymbols2munki	dynamic-scrape	developer.apple.com	SF Symbols 2.munki
sfsymbols3	dynamic-scrape	developer.apple.com	SFSymbols3
sfsymbols3download	dynamic-scrape	developer.apple.com	SF Symbols 3.download
sfsymbols4	dynamic-scrape	devimages-cdn.apple.com	SFSymbols4
sfsymbols4download	dynamic-scrape	devimages-cdn.apple.com	SF Symbols 4.download
sfsymbols5	dynamic-scrape	developer.apple.com	SFSymbols5
sfsymbols5download	dynamic-scrape	developer.apple.com	SF Symbols 5.download
sfsymbols6	dynamic-scrape	developer.apple.com	SFSymbols6
sfsymbols6download	dynamic-scrape	developer.apple.com	SF Symbols 6.download
sfsymbols6munki	dynamic-scrape	developer.apple.com	SF Symbols 6.munki
sfsymbols7	dynamic-scrape	developer.apple.com	SFSymbols7
sfsymbols7download	dynamic-scrape	developer.apple.com	SF Symbols 7.download
sfsymbolsdownload	dynamic-scrape	developer.apple.com	SFSymbols.download
sfsymbolsmunki	dynamic-scrape	developer.apple.com	SFSymbols.munki
sharefile	dynamic-scrape	www.sharefile.com	ShareFile
sharefiledownload	dynamic-scrape	www.sharefile.com	ShareFile.download
sharefilemunki	dynamic-scrape	www.sharefile.com	ShareFile.munki
sharefilepkg	dynamic-scrape	www.sharefile.com	ShareFile.pkg
sharemouse	dynamic-scrape	www.keyboard-and-mouse-sharing.com	ShareMouse
sharemousedownload	dynamic-scrape	www.keyboard-and-mouse-sharing.com	ShareMouse.download
sharemouseinstall	dynamic-scrape	www.keyboard-and-mouse-sharing.com	ShareMouse.install
sharemousepkg	dynamic-scrape	www.keyboard-and-mouse-sharing.com	ShareMouse.pkg
sheets	github	maaslalani/sheets	sheets
sheetsdownload	github	maaslalani/sheets	sheets.download
shellcheck	github	koalaman/shellcheck	Shellcheck
shellcheckdownload	github	koalaman/shellcheck	Shellcheck.download
shellcheckinstall	github	koalaman/shellcheck	Shellcheck.install
shield	github	theevilbit/Shield	Shield
shielddownload	github	theevilbit/Shield	Shield.download
shieldmunki	github	theevilbit/Shield	Shield.munki
shift	sparkle/feed	updates.tryshift.com	Shift
shiftdownload	sparkle/feed	updates.tryshift.com	Shift.download
shiftit	github	fikovnik/ShiftIt	ShiftIt
shiftitdownload	github	fikovnik/ShiftIt	ShiftIt.download
shimo	dynamic-scrape	www.shimovpn.com	Shimo
shimodownload	dynamic-scrape	www.shimovpn.com	Shimo.download
shimoinstall	dynamic-scrape	www.shimovpn.com	Shimo.install
shimopkg	dynamic-scrape	www.shimovpn.com	Shimo.pkg
shiori	sparkle/feed		Shiori
shioridownload	sparkle/feed		Shiori.download
shioripkg	sparkle/feed		Shiori.pkg
shortcat	sparkle/feed	updates.shortcat.app	Shortcat
shortcatdownload	sparkle/feed	updates.shortcat.app	Shortcat.download
shortcatpkg	sparkle/feed	updates.shortcat.app	Shortcat.pkg
shotcut	github	mltframework/shotcut	Shotcut
shotcutdownload	github	mltframework/shotcut	Shotcut.download
shottr	dynamic-scrape		Shottr
shottrdownload	dynamic-scrape		Shottr.download
shottrinstall	dynamic-scrape		Shottr.install
shottrpkg	dynamic-scrape		Shottr.pkg
showmeyourid30	dynamic-scrape	hcsonline.com	ShowMeYourID3.0
showmeyourid30download	dynamic-scrape	hcsonline.com	Show Me Your ID 3.0.download
showmeyourid30munki	dynamic-scrape	hcsonline.com	Show Me Your ID 3.0.munki
showready	dynamic-scrape	rightoncueservices.com	ShowReady
showreadydownload	dynamic-scrape	rightoncueservices.com	ShowReady.download
shurewirelessworkbench6	dynamic-scrape	p.shure.com	ShureWirelessWorkbench6
shurewirelessworkbench6download	dynamic-scrape	p.shure.com	ShureWirelessWorkbench6.download
shutterencoder	dynamic-scrape		Shutter Encoder
shutterencoderdownload	dynamic-scrape		ShutterEncoder.download
shutterencodermunki	dynamic-scrape		Shutter Encoder.munki
sibeliusscorch	dynamic-scrape		SibeliusScorch
sibeliusscorchdownload	dynamic-scrape		SibeliusScorch.download
sidebar	sparkle/feed	download.sidebarapp.net	Sidebar
sidebardownload	sparkle/feed	download.sidebarapp.net	Sidebar.download
sidebarmunki	sparkle/feed	download.sidebarapp.net	Sidebar.munki
sidenotes	sparkle/feed	www.apptorium.com	SideNotes
sidenotesdownload	sparkle/feed	www.apptorium.com	SideNotes.download
sidenotesinstall	sparkle/feed	www.apptorium.com	SideNotes.install
sidenotespkg	sparkle/feed	www.apptorium.com	SideNotes.pkg
sigil	github	Sigil-Ebook/Sigil	Sigil
sigildownload	github	Sigil-Ebook/Sigil	Sigil.download
sigmaos	dynamic-scrape	releases.sigmaos.com	SigmaOS
sigmaosdownload	dynamic-scrape	releases.sigmaos.com	SigmaOS.download
sigmaosmunki	dynamic-scrape	releases.sigmaos.com	SigmaOS.munki
sigmaospkg	dynamic-scrape	releases.sigmaos.com	SigmaOS.pkg
signal	dynamic-scrape	updates.signal.org	Signal
signaldownload	dynamic-scrape	updates.signal.org	Signal.download
signalinstall	dynamic-scrape	updates.signal.org	Signal.install
signaljss	dynamic-scrape	updates.signal.org	Signal.jss
signalpkg	dynamic-scrape	updates.signal.org	Signal.pkg
signiantapp	dynamic-scrape	updates.signiant.com	SigniantApp
signiantappdownload	dynamic-scrape	updates.signiant.com	Signiant App.download
signiantappmunki	dynamic-scrape	updates.signiant.com	Signiant App.munki
signingmanager	dynamic-scrape		Signing Manager
signingmanagerdownload	dynamic-scrape		SigningManager.download
signingmanagerinstall	dynamic-scrape		SigningManager.install
