-e norm_key	source_class	source_detail	recipe_name
elgatocamerahubmunki	dynamic-scrape	gc-updates.elgato.com	Elgato Camera Hub.munki
elgatocapturedeviceutility	sparkle/feed	gc-updates.elgato.com	ElgatoCaptureDeviceUtility
elgatocapturedeviceutilitydownload	sparkle/feed	gc-updates.elgato.com	Elgato Capture Device Utility.download
elgatocapturedeviceutilitymunki	sparkle/feed	gc-updates.elgato.com	Elgato Capture Device Utility.munki
elgatostreamdeck	dynamic-scrape	gc-updates.elgato.com	ElgatoStreamDeck
elgatostreamdeckdownload	dynamic-scrape	gc-updates.elgato.com	Elgato Stream Deck.download
elgatostreamdeckmunki	dynamic-scrape	gc-updates.elgato.com	Elgato Stream Deck.munki
elicensercontrol	dynamic-scrape		eLicenser Control
elicensercontroldownload	dynamic-scrape		eLicenser Control.download
elicensercontrolmunki	dynamic-scrape		eLicenser Control.munki
elicensercontrolpkg	dynamic-scrape		eLicenser Control.pkg
elinchromstudio	dynamic-scrape	www.elinchrom.com	ElinchromStudio
elinchromstudiodownload	dynamic-scrape	www.elinchrom.com	Elinchrom Studio.download
elinchromstudiomunki	dynamic-scrape	www.elinchrom.com	Elinchrom Studio.munki
emacs	github	jimeh/emacs-builds	Emacs
emacsdownload	github	jimeh/emacs-builds	Emacs.download
emacsfleet	github	jimeh/emacs-builds	Emacs.fleet
emacsformacos	dynamic-scrape	emacsformacosx.com	Emacs for macOS
emacsinstall	github	jimeh/emacs-builds	Emacs.install
emacsmunki	github	jimeh/emacs-builds	Emacs.munki
emacspkguploadjamf	github	jimeh/emacs-builds	Emacs-pkg-upload.jamf
emailchemy	dynamic-scrape	s3.amazonaws.com	Emailchemy
emailchemydownload	dynamic-scrape	s3.amazonaws.com	Emailchemy.download
emailchemyinstall	dynamic-scrape	s3.amazonaws.com	Emailchemy.install
emailchemymunki	dynamic-scrape	s3.amazonaws.com	Emailchemy.munki
emailchemypkg	dynamic-scrape	s3.amazonaws.com	Emailchemy.pkg
embravaconnect	dynamic-scrape	embrava.github.io	EmbravaConnect
embravaconnectdownload	dynamic-scrape	embrava.github.io	Embrava Connect.download
emclient	dynamic-scrape	www.emclient.com	eMClient
emclientdownload	dynamic-scrape	www.emclient.com	eMClient.download
emclientmunki	dynamic-scrape	www.emclient.com	eMClient.munki
emclientpkg	dynamic-scrape	www.emclient.com	eMClient.pkg
emdash	dynamic-scrape	releases.emdash.sh	Emdash
emdashdownload	dynamic-scrape	releases.emdash.sh	Emdash.download
emmetapp	sparkle/feed	s3.amazonaws.com	emmetapp
emmetappdownload	sparkle/feed	s3.amazonaws.com	emmetapp.download
emmetappmunki	sparkle/feed	s3.amazonaws.com	emmetapp.munki
endnote	dynamic-scrape	download.endnote.com	EndNote
endnote20	dynamic-scrape		EndNote 20
endnote2025	dynamic-scrape		EndNote 2025
endnote2025download	dynamic-scrape		EndNote2025.download
endnote2025pkg	dynamic-scrape		EndNote2025.pkg
endnote20download	dynamic-scrape		EndNote20.download
endnote20munki	dynamic-scrape		EndNote20.munki
endnote21	dynamic-scrape		EndNote 21
endnote21download	dynamic-scrape		EndNote21.download
endnote21pkg	dynamic-scrape		EndNote21.pkg
endnoteupdatesdownload	dynamic-scrape	download.endnote.com	EndNoteUpdates.download
endnotex8	dynamic-scrape		EndNoteX8
endnotex8download	dynamic-scrape		EndNoteX8.download
endnotex8jss	dynamic-scrape		EndNoteX8.jss
endnotex8munki	dynamic-scrape		EndNoteX8.munki
endnotex9	dynamic-scrape		EndNoteX9
endnotex9download	dynamic-scrape		EndNoteX9.download
endnotex9install	dynamic-scrape		EndNoteX9.install
endnotex9jss	dynamic-scrape		EndNoteX9.jss
endnotex9munki	dynamic-scrape		EndNoteX9.munki
endnotex9pkg	dynamic-scrape		EndNoteX9.pkg
endurance	dynamic-scrape	enduranceapp.com	Endurance
endurancedownload	dynamic-scrape	enduranceapp.com	Endurance.download
enpass	dynamic-scrape	www.enpass.io	Enpass
enpassdownload	dynamic-scrape	www.enpass.io	Enpass.download
enpassmunki	dynamic-scrape	www.enpass.io	Enpass.munki
ente	github	ente-io/photos-desktop	ente
entedownload	github	ente-io/photos-desktop	ente.download
enterpriseconnect	dynamic-scrape		Enterprise Connect
enterpriseconnectdownload	dynamic-scrape		EnterpriseConnect.download
enterpriseconnectpkg	dynamic-scrape		EnterpriseConnect.pkg
enzymex	dynamic-scrape		EnzymeX
enzymexdownload	dynamic-scrape		EnzymeX.download
eonxr	dynamic-scrape	download.eon-xr.com	EON-XR
eonxrdownload	dynamic-scrape	download.eon-xr.com	EON-XR.download
eonxrmunki	dynamic-scrape	download.eon-xr.com	EON-XR.munki
epatconnector	dynamic-scrape	www.vitabyte.ch	E-PAT Connector
epatconnectordownload	dynamic-scrape	www.vitabyte.ch	E-PAT_Connector.download
epatconnectorpkg	dynamic-scrape	www.vitabyte.ch	E-PAT_Connector.pkg
epicpencil	dynamic-scrape	cdn.epicpencil.es	EpicPencil
epicpencildownload	dynamic-scrape	cdn.epicpencil.es	EpicPencil.download
epicpencilpkg	dynamic-scrape	cdn.epicpencil.es	EpicPencil.pkg
epicprivacybrowser	dynamic-scrape	epicbrowser.com	EpicPrivacyBrowser
epicprivacybrowserdownload	dynamic-scrape	epicbrowser.com	EpicPrivacyBrowser.download
epicprivacybrowserpkg	dynamic-scrape	epicbrowser.com	EpicPrivacyBrowser.pkg
epidemicsound	dynamic-scrape	storage.googleapis.com	EpidemicSound
epidemicsounddownload	dynamic-scrape	storage.googleapis.com	Epidemic Sound.download
epidemicsoundmunki	dynamic-scrape	storage.googleapis.com	Epidemic Sound.munki
epsoneasyinteractivetools	dynamic-scrape		Epson_EasyInteractiveTools
epsoneasyinteractivetoolsdownload	dynamic-scrape		EpsonEasyInteractiveTools.download
epsonscannerdriverandscanutility	dynamic-scrape		Epson_Scanner_Driver_and_Scan_Utility
epsonscannerdriverandscanutilitydownload	dynamic-scrape		EpsonScannerDriverandScanUtility.download
epsonscannerdriverandscanutilitynewcertdownload	dynamic-scrape		EpsonScannerDriverandScanUtility-NewCert.download
eqmac	sparkle/feed	update.eqmac.app	eqMac
eqmacdownload	sparkle/feed	update.eqmac.app	eqMac.download
eqmacmunki	sparkle/feed	update.eqmac.app	eqMac.munki
equatio	dynamic-scrape	fastdownloads2.texthelp.com	Equatio
equatiodownload	dynamic-scrape	fastdownloads2.texthelp.com	Equatio.download
eraseinstall	github	grahampugh/erase-install	erase-install
eraseinstalldownload	github	grahampugh/erase-install	erase-install.download
eraseinstalljss	dynamic-scrape		EraseInstall.jss
eraseinstallmunki	dynamic-scrape		EraseInstall.munki
eraseinstallpkg	github	grahampugh/erase-install	erase-install.pkg
escrowbuddy	github	macadmins/escrow-buddy	Escrow Buddy
escrowbuddydownload	github	macadmins/escrow-buddy	Escrow Buddy.download
escrowbuddyinstall	github	macadmins/escrow-buddy	Escrow Buddy.install
espresso	sparkle/feed	espressoapp.com	Espresso
espressodownload	sparkle/feed	espressoapp.com	Espresso.download
espressopkg	sparkle/feed	espressoapp.com	Espresso.pkg
etcherfilewave	github	balena-io/etcher	Etcher.filewave
etcnomad	dynamic-scrape	www.etcconnect.com	ETCnomad
etcnomaddownload	dynamic-scrape	www.etcconnect.com	ETCnomad.download
etcnomadpkg	dynamic-scrape	www.etcconnect.com	ETCnomad.pkg
ev3classroom	dynamic-scrape		EV3 Classroom
ev3classroomdownload	dynamic-scrape		EV3 Classroom.download
ev3classroommunki	dynamic-scrape		EV3 Classroom.munki
evercast	dynamic-scrape	s3.amazonaws.com	Evercast
evercastdownload	dynamic-scrape	s3.amazonaws.com	Evercast.download
evercastmunki	dynamic-scrape	s3.amazonaws.com	Evercast.munki
evercastpkg	dynamic-scrape	s3.amazonaws.com	Evercast.pkg
evernote	dynamic-scrape	mac.desktop.evernote.com	Evernote
evernotedownload	dynamic-scrape	mac.desktop.evernote.com	Evernote.download
evernotefilewave	dynamic-scrape	mac.desktop.evernote.com	Evernote.filewave
evernotemunki	dynamic-scrape	mac.desktop.evernote.com	Evernote.munki
everweb	dynamic-scrape	www.ragesw.com	EverWeb
everwebdownload	dynamic-scrape	www.ragesw.com	EverWeb.download
everwebmunki	dynamic-scrape	www.ragesw.com	EverWeb.munki
everwebpkg	dynamic-scrape	www.ragesw.com	EverWeb.pkg
ewinstallationcenter	dynamic-scrape	www.soundsonline.com	EWInstallationCenter
ewinstallationcenterdownload	dynamic-scrape	www.soundsonline.com	EW Installation Center.download
exacqvision	dynamic-scrape		exacqVision
exacqvisiondownload	dynamic-scrape		exacqVision.download
exacqvisionpkg	dynamic-scrape		exacqVision.pkg
excalibur	dynamic-scrape		Excalibur
excaliburdownload	dynamic-scrape		Excalibur.download
excaliburmunki	dynamic-scrape		Excalibur.munki
exifrenamer	dynamic-scrape	www.qdev.de	ExifRenamer
exifrenamerdownload	dynamic-scrape	www.qdev.de	ExifRenamer.download
exifrenamermunki	dynamic-scrape	www.qdev.de	ExifRenamer.munki
exiftool	dynamic-scrape	exiftool.org	ExifTool
exiftooldownload	dynamic-scrape	exiftool.org	ExifTool.download
exiftoolpkg	dynamic-scrape	exiftool.org	ExifTool.pkg
exo	sparkle/feed	assets.exolabs.net	EXO
exodownload	sparkle/feed	assets.exolabs.net	EXO.download
expandrive	dynamic-scrape		ExpanDrive
expandrivedownload	dynamic-scrape		ExpanDrive.download
exposurex5	dynamic-scrape	exposure.software	Exposure X5
exposurex5download	dynamic-scrape	exposure.software	Exposure X5.download
exposurex5munki	dynamic-scrape	exposure.software	Exposure X5.munki
exposurex7	dynamic-scrape	app.exposure.software	ExposureX7
exposurex7download	dynamic-scrape	app.exposure.software	Exposure X7.download
expressscribe	dynamic-scrape		ExpressScribe
expressscribedownload	dynamic-scrape		ExpressScribe.download
expressscribemunki	dynamic-scrape		ExpressScribe.munki
expressscribepkg	dynamic-scrape		ExpressScribe.pkg
expressvpn	dynamic-scrape	portal.expressvpn.com	ExpressVPN
expressvpndownload	dynamic-scrape	portal.expressvpn.com	ExpressVPN.download
expressvpnpkg	dynamic-scrape	portal.expressvpn.com	ExpressVPN.pkg
eyejackcreator2021	dynamic-scrape	s3.amazonaws.com	EyeJackCreator2021
eyejackcreator2021download	dynamic-scrape	s3.amazonaws.com	EyeJack Creator 2021.download
eyejackcreator2022	dynamic-scrape	s3.amazonaws.com	EyeJackCreator2022
eyejackcreator2022download	dynamic-scrape	s3.amazonaws.com	EyeJack Creator 2022.download
eyejackcreator2024	dynamic-scrape	s3.amazonaws.com	EyeJackCreator2024
eyejackcreator2024download	dynamic-scrape	s3.amazonaws.com	EyeJack Creator 2024.download
ezeepblueprintappdownload	dynamic-scrape	ezeep.io	ezeepBluePrintApp.download
ezeepblueprintappinstall	dynamic-scrape	ezeep.io	ezeepBluePrintApp.install
ezeepblueprintappmunki	dynamic-scrape	ezeep.io	ezeepBluePrintApp.munki
ezeepblueprintapppkg	dynamic-scrape	ezeep.io	ezeepBluePrintApp.pkg
ezeepprintapp	dynamic-scrape	ezeep.io	ezeep Print App
fabfilterproc2	dynamic-scrape	www.fabfilter.com	FabFilter Pro-C 2
fabfilterproc2download	dynamic-scrape	www.fabfilter.com	FabFilter Pro-C 2.download
fabfilterprol2	dynamic-scrape	www.fabfilter.com	FabFilter Pro-L 2
fabfilterprol2download	dynamic-scrape	www.fabfilter.com	FabFilter Pro-L 2.download
fabfilterprol2munki	dynamic-scrape	www.fabfilter.com	FabFilter Pro-L 2.munki
fabfilterpromb	dynamic-scrape	www.fabfilter.com	FabFilter Pro-MB
fabfilterprombdownload	dynamic-scrape	www.fabfilter.com	FabFilter Pro-MB.download
fabfilterprombmunki	dynamic-scrape	www.fabfilter.com	FabFilter Pro-MB.munki
fabfilterproq3	dynamic-scrape	www.fabfilter.com	FabFilterPro-Q3
fabfilterproq3download	dynamic-scrape	www.fabfilter.com	FabFilter Pro-Q 3.download
fabfilterproq3munki	dynamic-scrape	www.fabfilter.com	FabFilter Pro-Q 3.munki
fabfilterproq4	dynamic-scrape	www.fabfilter.com	FabFilterPro-Q4
fabfilterproq4download	dynamic-scrape	www.fabfilter.com	FabFilter Pro-Q 4.download
fabfilterproq4munki	dynamic-scrape	www.fabfilter.com	FabFilter Pro-Q 4.munki
facter	dynamic-scrape		Facter
facterdownload	dynamic-scrape		Facter.download
factermunki	dynamic-scrape		Facter.munki
fake	sparkle/feed		Fake
fakedownload	sparkle/feed		Fake.download
fakeinstall	sparkle/feed		Fake.install
fakemunki	sparkle/feed		Fake.munki
fakepkg	sparkle/feed		Fake.pkg
fancyfolders	github	kfreitag1/FancyFolders	Fancy Folders
fancyfoldersdownload	github	kfreitag1/FancyFolders	FancyFolders.download
fancyfoldersmunki	github	kfreitag1/FancyFolders	FancyFolders.munki
fancyfolderspkg	github	kfreitag1/FancyFolders	FancyFolders.pkg
fanny	dynamic-scrape		Fanny
fannydownload	dynamic-scrape		Fanny.download
fantastical	sparkle/feed		Fantastical
fantasticaldownload	sparkle/feed		Fantastical.download
fantasticalmunki	sparkle/feed		Fantastical.munki
fasttasks2	sparkle/feed	s3.amazonaws.com	FastTasks2
fasttasks2download	sparkle/feed	s3.amazonaws.com	FastTasks2.download
fathom	dynamic-scrape	electron-update.fathom.video	Fathom
fathomdownload	dynamic-scrape	electron-update.fathom.video	Fathom.download
favro	dynamic-scrape	download.favro.com	Favro
favrodownload	dynamic-scrape	download.favro.com	Favro.download
favromunki	dynamic-scrape	download.favro.com	Favro.munki
favropkg	dynamic-scrape	download.favro.com	Favro.pkg
fcsexpress7research	dynamic-scrape	denovosoftware.com	FCSExpress7Research
fcsexpress7researchdownload	dynamic-scrape	denovosoftware.com	FCS Express 7 Research.download
fcsexpressdownload	dynamic-scrape	denovosoftware.com	FCSExpress.download
fcsexpresspkg	dynamic-scrape	denovosoftware.com	FCSExpress.pkg
feeder3	sparkle/feed	reinventedsoftware.com	Feeder 3
feeder3download	sparkle/feed	reinventedsoftware.com	Feeder3.download
feeder3install	sparkle/feed	reinventedsoftware.com	Feeder3.install
feeder3pkg	sparkle/feed	reinventedsoftware.com	Feeder3.pkg
feeder4	sparkle/feed	reinventedsoftware.com	Feeder 4
feeder4download	sparkle/feed	reinventedsoftware.com	Feeder4.download
feeder4install	sparkle/feed	reinventedsoftware.com	Feeder4.install
feeder4pkg	sparkle/feed	reinventedsoftware.com	Feeder4.pkg
fellou	dynamic-scrape	fellou.ai	Fellou
felloudownload	dynamic-scrape	fellou.ai	Fellou.download
felloupkg	dynamic-scrape	fellou.ai	Fellou.pkg
fellow	dynamic-scrape	fellow.app	Fellow
fellowdownload	dynamic-scrape	fellow.app	Fellow.download
ferdium	github	ferdium/ferdium-app	Ferdium
ferdiumdownload	github	ferdium/ferdium-app	Ferdium.download
ferdiumpkg	github	ferdium/ferdium-app	Ferdium.pkg
fetch	dynamic-scrape		Fetch
fetchdownload	dynamic-scrape		Fetch.download
fetchmunki	dynamic-scrape		Fetch.munki
fiddlereverywhere	dynamic-scrape	api.getfiddler.com	FiddlerEverywhere
fiddlereverywheredownload	dynamic-scrape	api.getfiddler.com	Fiddler Everywhere.download
fiddlereverywheremunki	dynamic-scrape	api.getfiddler.com	Fiddler Everywhere.munki
figma	dynamic-scrape		Figma
figmapatchjamf	dynamic-scrape		Figma-Patch.jamf
figmauniversaldownload	dynamic-scrape		Figma-Universal.download
figmauniversalpkg	dynamic-scrape		Figma-Universal.pkg
fiji	dynamic-scrape	maven.scijava.org	Fiji
fijidownload	dynamic-scrape	maven.scijava.org	Fiji.download
fijijss	dynamic-scrape	maven.scijava.org	Fiji.jss
fijipkg	dynamic-scrape	maven.scijava.org	Fiji.pkg
filebeat	dynamic-scrape	www.elastic.co	filebeat
filebeatinstall	dynamic-scrape	www.elastic.co	filebeat.install
filemakeradvanceddownload	dynamic-scrape		FileMakerAdvanced.download
filemakeradvancedmajorversion	dynamic-scrape		FileMakerAdvanced%MAJOR_VERSION%
filemakeradvancedmunki	dynamic-scrape		FileMakerAdvanced.munki
filemakerpro	dynamic-scrape	www.filemaker.com	FileMakerPro
filemakerproadvanced	dynamic-scrape	downloads.claris.com	FileMaker Pro Advanced
filemakerproadvanceddownload	dynamic-scrape	downloads.claris.com	FileMakerProAdvanced.download
filemakerproclarisdownload	dynamic-scrape	www.filemaker.com	FileMakerProClaris.download
filemakerproclarismunki	dynamic-scrape	www.filemaker.com	FileMakerProClaris.munki
filemakerprodownload	dynamic-scrape	www.filemaker.com	FileMakerPro.download
filepane	dynamic-scrape	dl.devmate.com	FilePane
filepanedownload	dynamic-scrape	dl.devmate.com	FilePane.download
filepaneinstall	dynamic-scrape	dl.devmate.com	FilePane.install
filepeek	sparkle/feed	tunabellysoftware.com	File Peek
filepeekdownload	sparkle/feed	tunabellysoftware.com	FilePeek.download
filepeekpkg	sparkle/feed	tunabellysoftware.com	FilePeek.pkg
filezilla	dynamic-scrape	filezilla-project.org	FileZilla
filezilladownload	dynamic-scrape	filezilla-project.org	FileZilla.download
filezillafilewave	dynamic-scrape	filezilla-project.org	FileZilla.filewave
filezillajss	dynamic-scrape	filezilla-project.org	FileZilla.jss
filezillanightly	dynamic-scrape	filezilla-project.org	FileZilla_nightly
filezillanightlydownload	dynamic-scrape	filezilla-project.org	FileZilla_nightly.download
filezillapkg	dynamic-scrape	filezilla-project.org	FileZilla.pkg
filezillastabledownload	dynamic-scrape	filezilla-project.org	FileZilla-stable.download
filezillastablejssupload	dynamic-scrape	filezilla-project.org	FileZilla-stable.jss-upload
filezillastablepkg	dynamic-scrape	filezilla-project.org	FileZilla-stable.pkg
filezillauniversaldownload	dynamic-scrape	filezilla-project.org	FileZilla-Universal.download
filezillauniversalpkg	dynamic-scrape	filezilla-project.org	FileZilla-Universal.pkg
filmimpactplugins	dynamic-scrape		FilmImpactPlugins
filmimpactpluginsdownload	dynamic-scrape		FilmImpactPlugins.download
filmimpactpluginsmunki	dynamic-scrape		FilmImpactPlugins.munki
finaldraft11	dynamic-scrape	www.finaldraft.com	FinalDraft11
finaldraft11download	dynamic-scrape	www.finaldraft.com	Final Draft 11.download
finaldraft12	dynamic-scrape		Final Draft 12
finaldraft12download	dynamic-scrape		FinalDraft12.download
finaldraft12pkg	dynamic-scrape		FinalDraft12.pkg
finaldraft13	dynamic-scrape	www.finaldraft.com	FinalDraft13
finaldraft13download	dynamic-scrape	www.finaldraft.com	Final Draft 13.download
finale	dynamic-scrape	downloads2.makemusic.com	Finale
finale26trialdownload	dynamic-scrape	downloads2.makemusic.com	Finale26-Trial.download
finale26trialmunki	dynamic-scrape	downloads2.makemusic.com	Finale26-Trial.munki
finale26trialpkg	dynamic-scrape	downloads2.makemusic.com	Finale26-Trial.pkg
finale27download	dynamic-scrape	downloads2.makemusic.com	Finale27.download
finalepkg	dynamic-scrape	downloads2.makemusic.com	Finale.pkg
findanyfile	dynamic-scrape	apps.tempel.org	Find Any File
findanyfiledownload	dynamic-scrape	apps.tempel.org	FindAnyFile.download
findanyfileinstall	dynamic-scrape	apps.tempel.org	FindAnyFile.install
findanyfilemunki	dynamic-scrape	apps.tempel.org	FindAnyFile.munki
findanyfilepkg	dynamic-scrape	apps.tempel.org	FindAnyFile.pkg
finderpop	dynamic-scrape		FinderPop
finderpopdownload	dynamic-scrape		FinderPop.download
finderserverfavourites	github	grahampugh/FinderServerFavourites	FinderServerFavourites
finderserverfavouritesdownload	github	grahampugh/FinderServerFavourites	FinderServerFavourites.download
findings	sparkle/feed		Findings
findingsdownload	sparkle/feed		Findings.download
finetune	sparkle/feed	raw.githubusercontent.com	FineTune
finetunedownload	sparkle/feed	raw.githubusercontent.com	FineTune.download
finetunemunki	sparkle/feed	raw.githubusercontent.com	FineTune.munki
finetunepkg	sparkle/feed	raw.githubusercontent.com	FineTune.pkg
firealpaca	dynamic-scrape	firealpaca.com	FireAlpaca
firealpacadownload	dynamic-scrape	firealpaca.com	FireAlpaca.download
firealpacamunki	dynamic-scrape	firealpaca.com	FireAlpaca.munki
firefox	dynamic-scrape	product-details.mozilla.org	Firefox
firefoxdownload	dynamic-scrape	product-details.mozilla.org	Firefox.download
firefoxesr	dynamic-scrape	download.mozilla.org	FirefoxESR
firefoxesrdownload	dynamic-scrape	download.mozilla.org	Firefox ESR.download
firefoxfilewave	dynamic-scrape	product-details.mozilla.org	Firefox.filewave
firefoxinstall	dynamic-scrape	product-details.mozilla.org	Firefox.install
firefoxjss	dynamic-scrape	product-details.mozilla.org	Firefox.jss
firefoxmunki	dynamic-scrape	product-details.mozilla.org	Firefox.munki
firefoxnupkg	dynamic-scrape	product-details.mozilla.org	Firefox.nupkg
firefoxpkg	dynamic-scrape	product-details.mozilla.org	Firefox.pkg
firefoxpoliciespkg	dynamic-scrape	product-details.mozilla.org	FirefoxPolicies.pkg
firefoxprefsjss	dynamic-scrape	product-details.mozilla.org	FirefoxPrefs.jss
